6,100.72.3.185,38
7,10.242.5.18,72
8,200.32.127.98,59
9,200.32.127.97,55
10,67.17.99.233,183
11,*,*
12,*,*
13,4.68.127.54,191
14,129.250.2.202,332
15,129.250.4.20,179
16,129.250.2.219,216
17,129.250.7.69,232
18,129.250.2.177,332
19,129.250.7.33,348
20,129.250.3.210,312
21,61.200.91.186,344
22,*,*
23,*,*
24,*,*
25,210.188.213.76,335
26,183.90.238.55,344
1,192.168.0.1,56
2,10.33.64.1,55
3,100.72.4.149,65
4,100.72.3.194,51
5,100.72.3.193,47
6,100.72.3.185,57
7,10.242.5.18,64
8,200.32.127.98,55
9,200.32.127.97,67
10,67.17.94.249,197
11,*,*
12,*,*
13,4.68.127.54,199
14,129.250.2.202,339
15,129.250.4.20,189
16,129.250.2.219,221
17,129.250.7.69,219
18,129.250.2.177,331
19,129.250.7.33,331
20,129.250.3.106,347
21,61.200.82.178,347
22,*,*
23,*,*
24,*,*
25,210.188.213.76,356
26,*,*
27,183.90.238.55,340
1,192.168.0.1,51
2,10.33.64.1,64
3,100.72.4.149,83
4,100.72.3.194,52
5,100.72.3.193,56
6,100.72.3.185,51
7,10.242.5.18,64
8,200.32.127.98,57
9,200.32.127.97,52
10,67.17.99.233,181
11,*,*
12,*,*
13,4.68.127.54,203
14,129.250.2.202,335
15,129.250.4.20,196
16,129.250.2.219,216
17,129.250.7.69,231
18,129.250.2.177,315
19,129.250.7.33,319
20,129.250.3.106,331
21,61.200.82.178,332
22,*,*
23,*,*
24,*,*
25,210.188.213.76,316
26,183.90.238.55,335
1,192.168.0.1,48
2,10.33.64.1,55
3,100.72.4.149,59
4,100.72.3.194,59
5,100.72.3.193,56
6,100.72.3.185,64
7,10.242.5.18,79
8,200.32.127.98,57
9,200.32.127.97,71
10,67.17.99.233,180
11,*,*
12,*,*
13,4.68.127.54,185
14,129.250.2.202,331
15,129.250.4.20,200
16,129.250.2.219,203
17,129.250.7.69,235
18,129.250.2.177,343
19,129.250.7.33,359
20,129.250.3.210,348
21,61.200.91.186,355
22,*,*
23,*,*
24,*,*
25,210.188.213.76,335
26,183.90.238.55,336
